110	новый	adj	new
111	каждый	pron	everyone
112	хороший	adj	good
113	жить	verb	to live
114	почему	adv	why
115	потому	adv	that is why
116	сторона	noun	side
117	смотреть	verb	to look
118	иметь	verb	to have
119	просто	adv	simply
120	понять	verb	to understand
121	сидеть	verb	to sit
122	нога	noun	leg
123	делать	verb	to do
124	сделать	verb	to make
125	вдруг	adv	suddenly
126	никто	pron	no one, nobody
127	работа	noun	work
128	перед	prep	before, in front of
129	ваш	pron	yours
130	нужный	adj	necessary
131	над надо	prep	above, on top of
132	взять	verb	to take
133	конечно	adv	certainly
134	понимать	verb	to understand
135	дверь	noun	door
136	казаться	verb	to seem
137	три	card	three
138	конец	noun	end
139	город	noun	city
140	несколько	adv	somewhat, slightly
141	начать	verb	to begin
142	голос	noun	voice
143	час	noun	hour
144	пока	adv	while
145	последний	adj	last
146	более	adv	more
147	земля	noun	ground
148	хорошо	adv	well
149	хотя	conj	although, though
150	сила	noun	force
151	вода	noun	water
152	второй	ord	second
153	увидеть	verb	to see
154	всегда	adv	always
155	давать	verb	to give
156	случай	noun	case
157	куда	adv	where
158	пойти	verb	to go
159	стол	noun	table
160	машина	noun	machine, car
161	мир	noun	world
162	ночь	noun	night
163	женщина	noun	woman
164	остаться	verb	to remain
165	сразу	adv	at once
166	совсем	adv	absolutely,entirely
167	ребенок	noun	child
168	выйти	verb	to leave
169	вид	noun	kind, appearance
170	отец	noun	father
171	вопрос	noun	question
172	дать	verb	to give
173	работать	verb	to work
174	оказаться	verb	to appear
175	ряд	noun	row, line
176	почти	adv	almost
177	снова	adv	again
178	старый	adj	old
179	страна	noun	country
180	твой	pron	yours, thy
181	между	prep	between
182	ответить	verb	to answer
183	много	adv	much, lots of
184	война	noun	war
185	подумать	verb	to think
186	деньги	noun	money
187	любить	verb	to love
188	значить	verb	to mean
189	белый	adj	white
190	главный	adj	main
191	минута	noun	minute
192	лишь	adv	only, as soon as
193	товарищ	noun	comrade
194	опять	adv	again
195	ждать	verb	to wait
196	однако	adv	however, yet, still
197	правда	noun	truth
198	посмотреть	verb	to look
199	про	prep	about
200	никогда	adv	never
201	будто словно	conj	as if, as though
202	часть	noun	part
203	именно	adv	specifically, exactly
204	найти	verb	to find
205	дорога	noun	road
206	свет	noun	light
207	жена	noun	wife
208	никакой	pron	any, none
209	лежать	verb	to lay
210	окно	noun	window
211	россия	noun	russia
212	мать	noun	mother
213	решить	verb	to solve
214	получить	verb	to receive
215	москва	noun	Moscow
216	писать	verb	to write
217	улица	noun	street
218	вернуться	verb	to return
219	вообще	adv	in general
220	некоторый	pron	some, certain
221	далекий	adj	far, distant
222	маленький	adj	small
223	считать	verb	to consider, to count
224	комната	noun	room
225	утро	noun	morning
226	советский	adj	soviet
227	вечер	noun	evening
228	сегодня	adv	today
229	душа	noun	soul
230	книга	noun	book
231	плечо	noun	shoulder
232	вместе	adv	together
233	таки	particle	still, after all, in spite of
234	чуть	adv	hardly, only
235	пол	noun	floor
236	помнить	verb	to remember
237	сколько	adv	how many, how much
238	народ	noun	people
239	хоть	particle	even, though
240	взгляд	noun	glance, sight
241	русский	adj	russian
242	зачем	adv	what for
243	история	noun	history
244	полный	adj	full
245	узнать	verb	to learn, to recognize
246	любой	pron	any
247	бог	noun	god
248	прийти	verb	to come
249	ходить	verb	to walk, to go
250	заметить	verb	to notice
251	известный	adj	known
252	палец	noun	finger, toe
253	наконец	adv	at last
254	общий	adj	general
255	имя	noun	name
256	назад	adv	back
257	бывать	verb	to happen, to occur
258	мысль	noun	idea
259	слышать	verb	to hear
260	уйти	verb	to leave
261	прошлый	adj	past, last
262	бояться	verb	to be afraid
263	быстро	adv	quickly
264	давно	adv	long ago
265	слушать	verb	to listen
266	прямо	adv	directly
267	разговор	noun	conversation
268	долго	adv	(for) a long time
269	нельзя	predicate	it is impossible, must not
270	похожий	adj	similar
271	право	noun	right
272	лес	noun	woods, forest
273	пять	card	five
274	глядеть	verb	to look
275	сын	noun	son
276	путь	noun	way
277	тысяча	card	one thousand
278	пора	noun	season, time
279	красный	adj	red
280	сесть	verb	to sit down
281	оно	pron	it
282	кроме	prep	except for
283	стена	noun	wall
284	оставаться	verb	to remain
285	высокий	adj	high
286	хотеться	verb	to be wanted
287	совершенно	adv	absolutely
288	поэтому	adv	therefore
289	написать	verb	to write
290	пусть	particle	let
291	ранний	adj	early
292	читать	verb	to read
293	чувствовать	verb	to feel
294	спина	noun	back
295	месяц	noun	month
296	целый	adj	whole
297	вести	verb	to lead, to drive
298	молодой	adj	young
299	огромный	adj	huge
300	тело	noun	body
301	настоящий	adj	present, real, genuine
302	продолжать	verb	to continue
303	точно	adv	precisely
304	язык	noun	language
305	мама	noun	mum
306	среди	prep	among
307	старик	noun	old man
308	успеть	verb	to be in time
309	смерть	noun	death
310	власть	noun	authority, power
311	мальчик	noun	boy
312	также	adv	also
313	брать	verb	to take
314	образ	noun	image
315	письмо	noun	letter
316	живой	adj	alive
317	отношение	noun	attitude
318	сердце	noun	heart
319	начальник	noun	chief
320	пройти	verb	to pass
321	начинать	verb	to begin
322	вокруг	prep	around
323	появиться	verb	to appear
324	черный	adj	black
325	девушка	noun	girl
326	солдат	noun	soldier
327	иногда	adv	sometimes
328	забыть	verb	to forget
329	вспомнить	verb	to recollect
330	небо	noun	sky
331	затем	adv	then
332	система	noun	system
333	воздух	noun	air
334	оба	adj	both
335	собственный	adj	own
336	пытаться	verb	to try
337	находиться	verb	be found, to be
338	держать	verb	to hold
339	просить	verb	to ask
340	показать	verb	to show
341	разный	adj	different
342	ребята	noun	children
343	брат	noun	brother
344	квартира	noun	apartment
345	откуда	adv	from where, whence
346	выходить	verb	to come out
347	четыре	card	four
348	поднять	verb	to lift
349	генерал	noun	general
350	называть	verb	to name
351	третий	ord	third
352	послать	verb	to send
353	подойти	verb	to approach
354	рассказать	verb	to tell
355	особенно	adv	especially
356	кровь	noun	blood
357	встать	verb	to stand up
358	шаг	noun	step
359	спрашивать	verb	to ask
360	хозяин	noun	owner
361	внимание	noun	attention
362	следовать	verb	to follow
363	поставить	verb	to put
364	бросить	verb	to throw
365	вроде	prep	like, "kinda"
366	великий	adj	great
367	например	adv	for example
368	оставить	verb	to leave, to give up, to keep
369	туда	adv	there
370	действительно	adv	really
371	мало	adv	a little, few
372	школа	noun	school
373	равно	adv	equally
374	труд	noun	labour, work
375	капитан	noun	captain
376	сюда	adv	here, this way
377	слишком	adv	too
378	следующий	adj	following
379	тяжелый	adj	heavy
380	парень	noun	guy
381	группа	noun	group
382	солнце	noun	sun
383	любовь	noun	love
384	отвечать	verb	to answer
385	ухо	noun	ear
386	уходить	verb	to leave, to go away
387	неделя	noun	week
388	войти	verb	to enter
389	чтоб чтобы	conj	so that, in order to
390	рассказывать	verb	to tell
391	молчать	verb	to be silent
392	ответ	noun	answer
393	десять	card	ten
394	спать	verb	to sleep
395	готовый	adj	ready
396	являться	verb	to appear
397	двадцать	card	twenty
398	берег	noun	coast
399	помощь	noun	help
400	мужчина	noun	man
401	момент	noun	moment
402	искать	verb	to search
403	остановиться	verb	to stop
404	личный	adj	personal
405	газета	noun	newspaper
406	длинный	adj	long
407	видно	adv	obviously, evidently
408	против	prep	against
409	верить	verb	to trust
410	чувство	noun	feeling
411	порядок	noun	order
412	семья	noun	family
413	армия	noun	army
414	немного	adv	a little
415	играть	verb	to play
416	возможность	noun	opportunity
417	сильный	adj	strong
418	разве	adv	perhaps, unless
419	впрочем	adv	however
420	становиться	verb	to become
421	движение	noun	movement
422	муж	noun	husband
423	нос	noun	nose
424	тихо	adv	silently
425	знакомый	adj	friend
426	огонь	noun	fire
427	двор	noun	yard, outdoors
428	смочь	verb	can
429	иной	pron	other
430	бежать	verb	to run
431	черный	noun	black
432	скорый	adj	fast
433	наверное	adv	probably
434	приехать	verb	to arrive
435	простой	adj	simple
436	принять	verb	to accept
437	угол	noun	corner
438	смысл	noun	sense
439	открыть	verb	to open
440	общество	noun	society
441	грудь	noun	breast
442	военный	adj	military
443	происходить	verb	to occur, to descend from
444	дерево	noun	tree
445	немец	noun	german
446	губа	noun	lip
447	снег	noun	snow
448	либо	adv	or, either..or
449	дядя	noun	uncle
450	ехать	verb	to ride, to drive
451	очередь	noun	turn, queue
452	кой	pron	which
453	форма	noun	form
454	закон	noun	law
455	собираться	verb	to gather
456	показаться	verb	to seem
457	собака	noun	dog
458	домой	adv	home
459	попасть	verb	to get into, to hit a target
460	услышать	verb	to hear
461	приходить	verb	to come
462	кричать	verb	to shout
463	состояние	noun	condition
464	произойти	verb	to occur
465	сон	noun	dream
466	подняться	verb	to rise
467	ладно	adv	all right
468	карман	noun	pocket
469	часто	adv	often
470	случиться	verb	to happen
471	зеленый	adj	green
472	девочка	noun	girl
473	камень	noun	stone
474	сначала	adv	first
475	ветер	noun	wind
476	проблема	noun	problem
477	связь	noun	communication
478	стараться	verb	to try
479	гость	noun	visitor
480	лучший	adj	best
481	зуб	noun	tooth
482	мера	noun	measure
483	век	noun	century
484	поехать	verb	to depart, to drive
485	номер	noun	number
486	странный	adj	strange
487	страшный	adj	terrible
488	средство	noun	means
489	единственный	adj	unique
490	действие	noun	action
491	ход	noun	course
492	государство	noun	state
493	российский	adj	of the Russian Federation
494	короткий	adj	short
495	уметь	verb	to know how, to be able
496	данный	adj	given
497	необходимый	adj	necessary
498	глава	noun	chief, chapter
499	партия	noun	party(political), group
500	край	noun	edge, outskirt
501	вперед	adv	forward
502	река	noun	river
503	судьба	noun	destiny
504	рота	noun	company(military), squadron
505	добрый	adj	kind
506	речь	noun	speech
507	заниматься	verb	to be engaged
508	вполне	adv	quite, completely
509	положить	verb	to put
510	причина	noun	reason
511	гора	noun	mountain
512	никак	adv	in no way
513	страх	noun	fear
514	темный	adj	dark
515	едва	adv	hardly
516	море	noun	sea
517	зал	noun	hall
518	серый	adj	grey
519	врач	noun	doctor
520	возле	prep	beside, by, near
521	довольно	adv	enough
522	командир	noun	commander
523	основной	adj	basic
524	медленно	adv	slowly
525	ясно	adv	clearly
526	боль	noun	pain
527	господин	noun	mister
528	вчера	adv	yesterday
529	вещь	noun	thing
530	результат	noun	result
531	число	noun	number, date
532	цель	noun	purpose
533	начаться	verb	to begin
534	легкий	adj	easy, light
535	звать	verb	to call
536	положение	noun	position
537	бывший	adj	former
538	писатель	noun	writer
539	далеко	adv	far
540	бумага	noun	paper
541	проходить	verb	to pass
542	удаться	verb	to succeed
543	план	noun	plan
544	черта	noun	feature
545	около	prep	nearby
546	подобный	adj	similar
547	широкий	adj	wide
548	завтра	adv	tomorrow
549	прийтись	verb	to come, to fall within
550	документ	noun	document
551	снять	verb	to remove
552	плохо	adv	badly
553	представить	verb	to present
554	прежний	adj	former
555	произнести	verb	to say, to pronounce
556	небольшой	adj	small
557	пустой	adj	empty
558	обычно	adv	usually
559	знать	noun	aristocracy, nobility
560	волос	noun	hair
561	объяснить	verb	to explain
562	пара	noun	pair
563	след	noun	trace
564	представлять	verb	to represent
565	решение	noun	decision
566	купить	verb	to buy
567	существовать	verb	to exist
568	особый	adj	special
569	иначе	adv	otherwise
570	умереть	verb	to die
571	класс	noun	class
572	условие	noun	condition
573	центр	noun	center
574	красивый	adj	beautiful
575	скоро	adv	soon
576	прежде	adv	previously, before
577	пить	verb	to drink
578	встреча	noun	meeting
579	директор	noun	director
580	рубль	noun	rouble
581	однажды	adv	once
582	служба	noun	service
583	процесс	noun	process
584	близкий	adj	close one
585	чистый	adj	pure, clean
586	президент	noun	president
587	память	noun	memory
588	сквозь	prep	through
589	сообщить	verb	to inform
590	человеческий	adj	human
591	назвать	verb	to name
592	сей	pron	this
593	герой	noun	hero
594	дух	noun	spirit
595	худой	adj	thin
596	мимо	prep	past,by
597	возможно	adv	probably
598	враг	noun	enemy
599	убить	verb	to kill
600	кстати	adv	by the way
601	чужой	adj	another&#39, s
602	согласиться	verb	to agree
603	счастье	noun	happiness
604	удар	noun	blow, impact
605	старший	adj	senior
606	вместо	prep	instead of
607	самолет	noun	aircraft, aeroplane
608	трудно	adv	difficult
609	улыбнуться	verb	to smile
610	деревня	noun	village
611	картина	noun	picture
612	улыбаться	verb	to smile
613	почувствовать	verb	to feel
614	будущее	noun	future
615	коридор	noun	corridor
616	толстый	adj	thick, fat
617	нравиться	verb	to like
618	правый	adj	right
619	больной	adj	ill, sick
620	ум	noun	mind
621	менее	adv	less
622	привести	verb	to bring, to lead
623	предложить	verb	to offer
624	вызвать	verb	to cause
625	кабинет	noun	cabinet
626	многие	pron	many
627	легко	adv	easily
628	колено	noun	knee
629	хватать	verb	to suffice, to grasp
630	принести	verb	to bring, to yield
631	всякое	pron	every, any
632	бутылка	noun	bottle
633	государственный	adj	state
634	рабочий	adj	worker&#39, s, working
635	сто	card	hundred
636	телефон	noun	phone
637	компания	noun	company
638	крупный	adj	large
639	открытый	adj	open
640	доктор	noun	doctor
641	принимать	verb	to accept
642	вниз	adv	downwards
643	автор	noun	author
644	мужик	noun	peasant, boor
645	вовсе	adv	at all
646	интерес	noun	interest
647	провести	verb	to lead, to carry out
648	хватить	verb	to suffice
649	двое	card	two
650	холодный	adj	cold
651	счет	noun	account
652	спокойно	adv	calmly, easy
653	местный	adj	local
654	лейтенант	noun	lieutenant
655	оружие	noun	weapon
656	игра	noun	game
657	приходиться	verb	must, to come, to fall within
658	крикнуть	verb	to shout
659	попросить	verb	to ask
660	требовать	verb	to demand
661	бой	noun	fight
662	качество	noun	quality
663	смеяться	verb	to laugh
664	родной	adj	native
665	желтый	adj	yellow
666	член	noun	member
667	достаточно	adv	enough, sufficient
668	хлеб	noun	bread
669	прислать	verb	to send
670	золотой	adj	gold
671	политический	adj	political
672	обычный	adj	usual
673	развитие	noun	development
674	важный	adj	important
675	банк	noun	bank
676	совет	noun	advice
677	столько	adv	so many
678	возвращаться	verb	to come back
679	трубка	noun	tube
680	ладонь	noun	palm
681	железный	adj	iron
682	оказываться	verb	to appear
683	институт	noun	institute
684	потерять	verb	to lose
685	молодая	noun	young, bride
686	правительство	noun	government
687	остальной	pron	other
688	выпить	verb	to drink
689	показывать	verb	to show
690	идея	noun	idea
691	точка	noun	point
692	уровень	noun	level
693	профессор	noun	professor
694	наука	noun	science
695	событие	noun	event
696	союз	noun	union
697	король	noun	king
698	половина	noun	half
699	метр	noun	meter
700	отдать	verb	to give
701	вера	noun	belief
702	кивнуть	verb	to nod
703	область	noun	area
704	исчезнуть	verb	to disappear
705	ситуация	noun	situation
706	кухня	noun	kitchen
707	надежда	noun	hope
708	род	noun	family, kin, kind
709	офицер	noun	officer
710	синий	adj	blue
711	течение	noun	current, flow
712	информация	noun	information
713	получиться	verb	to turn out
714	теплый	adj	warm
715	молча	adv	silently
716	немецкий	adj	german
717	видимо	adv	probably
718	бить	verb	to beat
719	частый	adj	frequent
720	поздний	adj	late
721	создать	verb	to create
722	сорок	card	forty
723	граница	noun	border
724	слеза	noun	tear
725	поскольку	conj	since, as
726	рассказ	noun	story
727	вспоминать	verb	to recoll
728	получать	verb	to receive
729	трава	noun	grass
730	шесть	card	six
731	упасть	verb	to fall
732	тридцать	card	thirty
733	борьба	noun	struggle
734	достать	verb	to get
735	шея	noun	neck
736	десяток	noun	ten
737	надеяться	verb	to hope
738	толпа	noun	crowd
739	московский	adj	moscow
740	родитель	noun	parent
741	правило	noun	rule
742	слать	verb	to send, to dispatch
743	секунда	noun	second
744	вздохнуть	verb	to sigh
745	уверенный	adj	confident
746	неизвестный	adj	unknown
747	программа	noun	program
748	фамилия	noun	surname
749	звук	noun	sound
750	роман	noun	novel
751	неожиданно	adv	unexpectedly
752	вон	adv	there, out
753	тонкий	adj	thin
754	чай	noun	tea
755	внутренний	adj	internal
756	роль	noun	role
757	сознание	noun	consciousness
758	верный	adj	faithful, true
759	команда	noun	command
760	спасибо	noun	thanks
761	прекрасный	adj	splendid, fine
762	петь	verb	to sing
763	магазин	noun	shop
764	впервые	adv	for the first time
765	американский	adj	american
766	ворота	noun	gate
767	простить	verb	to forgive
768	полковник	noun	colonel
769	природа	noun	nature
770	сильно	adv	strongly
771	запах	noun	smell
772	поэт	noun	poet
773	район	noun	area
774	лист	noun	leaf, sheet
775	перестать	verb	to cease, to stop
776	стекло	noun	glass
777	выше	adv	above, higher
778	количество	noun	quantity
779	этаж	noun	floor, level of a building
780	тип	noun	type
781	пожаловать	verb	to grant, to welcome
782	свобода	noun	freedom
783	сапог	noun	boot
784	суд	noun	court
785	чей	pron	whose
786	выход	noun	exit, output
787	дед	noun	grandfather
788	лоб	noun	forehead
789	кресло	noun	armchair
790	дочь	noun	daughter
791	серьезный	adj	serious
792	ожидать	verb	to expect
793	характер	noun	character
794	опыт	noun	experience
795	площадь	noun	area, square, plaza
796	вновь	adv	again
797	быстрый	adj	fast
798	появляться	verb	to appear
799	управление	noun	management
800	связанный	adj	connected, bundled
801	мнение	noun	opinion
802	впереди	adv	in front of, ahead of
803	использовать	verb	to use
804	взглянуть	verb	to look
805	революция	noun	revolution
806	долгий	adj	long
807	улыбка	noun	smile
808	рост	noun	growth
809	лошадь	noun	horse
810	тихий	adj	silent, quiet
811	глубокий	adj	deep
812	левый	adj	left
813	кожа	noun	leather, skin
814	пришлый	adj	alien, newly come
815	звезда	noun	star
816	поезд	noun	train
817	протянуть	verb	to stretch
818	служить	verb	to serve
819	сестра	noun	sister
820	пожалуйста	adv	please
821	уехать	verb	to leave
822	поверить	verb	to believe
823	баба	noun	woman
824	нечего	pron	need not, no need
825	цветок	noun	flower
826	дождь	noun	rain
827	желание	noun	desire
828	болезнь	noun	illness
829	вызывать	verb	to cause
830	называться	verb	be referred to as, to be called
831	встретить	verb	to meet
832	сосед	noun	neighbour
833	пример	noun	example
834	разговаривать	verb	to talk
835	позволить	verb	to allow
836	обнаружить	verb	to find out
837	дама	noun	lady
838	повернуться	verb	to turn
839	орган	noun	organ, agency, body
840	поле	noun	field
841	ящик	noun	box
842	цена	noun	price
843	подходить	verb	to approach
844	горячий	adj	hot
845	милый	adj	dear, darling
846	слабый	adj	weak
847	ах	interj	ah, ugh, jeepers
848	карта	noun	card, map
849	слава	noun	glory
850	радость	noun	joy, pleasure
851	зато	adv	but, on the other hand
852	тень	noun	shadow
853	висеть	verb	to hang
854	операция	noun	operation
855	выглядеть	verb	to look, to seem
856	действовать	verb	to operate
857	нести	verb	to bear, to carry
858	музыка	noun	music
859	голубой	adj	blue, azure
860	гореть	verb	to burn
861	завод	noun	factory
862	добавить	verb	to add
863	лето	noun	summer
864	весьма	adv	very, greatly
865	садиться	verb	to sit down
866	ибо	conj	because, for
867	мелкий	adj	small, fine
868	помогать	verb	to help
869	любимый	adj	beloved, favourite
870	станция	noun	station
871	повод	noun	occasion
872	воля	noun	will
873	литература	noun	literature
874	детский	adj	children&#39, s
875	правильно	adv	correctly
876	дурак	noun	fool
877	приказ	noun	order
878	гражданин	noun	citizen
879	интересно	adv	interestingly
880	счастливый	adj	happy
881	крыша	noun	roof
882	цвет	noun	color
883	веселый	adj	cheerful
884	повторить	verb	to repeat
885	невозможно	adv	impossible
886	статья	noun	article, clause
887	круг	noun	circle
888	столь	adv	so, such
889	факт	noun	fact
890	бок	noun	side
891	относиться	verb	to relate, to belong
892	причем	adv	moreover, at that
893	учиться	verb	to study
894	стул	noun	chair
895	удивиться	verb	to be surprised
896	средний	adj	average
897	современный	adj	modern
898	лагерь	noun	camp
899	войско	noun	army
900	недавно	adv	recently
901	удовольствие	noun	pleasure
902	вино	noun	wine
903	возраст	noun	age
904	погибнуть	verb	to perish, to die
905	способный	adj	capable, talented
906	лестница	noun	ladder
907	держаться	verb	to hold on
908	министр	noun	minister
909	фронт	noun	front
910	передать	verb	to transfer, to pass
911	обратно	adv	back
912	стрелять	verb	to shoot
913	петербург	noun	peterburg
914	неужели	particle	really, can it be true
915	сад	noun	garden
916	проводить	verb	to spend
917	задача	noun	problem
918	острый	adj	sharp
919	мол	noun	pier, breakwater
920	осторожно	adv	cautiously
921	свободный	adj	free
922	входить	verb	to enter
923	темнота	noun	darkness
924	название	noun	name
925	двигаться	verb	to move
926	возникнуть	verb	to arise, to appear
927	большинство	noun	majority
928	организация	noun	organization
929	дым	noun	smoke
930	высший	adj	highest
931	километр	noun	kilometer
932	позвонить	verb	to call
933	закричать	verb	to cry, to shout
934	ради	prep	for the sake of, because of
935	председатель	noun	chairman
936	приказать	verb	to order
937	прямой	adj	straight
938	прочее	pron	other, miscellaneous
939	слегка	adv	slightly
940	попробовать	verb	to try
941	вскоре	adv	soon
942	вверх	adv	upwards
943	ночной	adj	night
944	доллар	noun	dollar
945	носить	verb	to carry, to wear
946	выражение	noun	expression
947	кончиться	verb	to terminate, to expire
948	плакать	verb	to cry
949	танк	noun	tank, land battleship
950	мешать	verb	to stir, to interfere
951	сухой	adj	dry
952	зима	noun	winter
953	знак	noun	sign
954	семь	card	seven
955	получаться	verb	to turn out
956	мозг	noun	brain
957	учитель	noun	teacher
958	желать	verb	to wish
959	обязательно	adv	necessarily, compulsory
960	майор	noun	major
961	привыкнуть	verb	to get used
962	понятно	adv	clearly, understandable
963	судить	verb	to judge
964	тишина	noun	silence
965	кровать	noun	bed
966	очередной	adj	next, sequential
967	деятельность	noun	activity
968	сша	noun	usa
969	рыба	noun	fish
970	щека	noun	cheek
971	птица	noun	bird
972	обещать	verb	to promise
973	страшно	adv	terribly, ghastly
974	ставить	verb	to put, to place
975	странно	adv	strange
976	папа	noun	daddy
977	касаться	verb	to concern
978	водка	noun	vodka
979	здание	noun	building
980	колоть	verb	to prick, to split
981	зеркало	noun	mirror
982	собраться	verb	to gather
983	искусство	noun	art
984	начало	noun	beginning
985	пахнуть	verb	to smell
986	возникать	verb	to arise
987	несмотря	prep	despite
988	вагон	noun	carriage, railroad car
989	отсюда	adv	from here, hence
990	автомат	noun	the automatic device
991	свежий	adj	fresh
992	мокрый	adj	wet
993	милиция	noun	police
994	срок	noun	period
995	боевой	adj	combat
996	спокойный	adj	calm
997	одежда	noun	clothing
998	здоровый	adj	healthy
999	корабль	noun	ship
1000	кулак	noun	fist, claw, kulak
1001	художник	noun	artist
1002	курс	noun	course
1003	куст	noun	bush
1004	состав	noun	composition, structure
1005	западный	adj	western
1006	дорогой	adj	expensive, valuable, darling
1007	лететь	verb	to fly
1008	явно	adv	clearly
1009	чудо	noun	miracle
1010	крайний	adj	outermost, extreme
1011	кусок	noun	piece
1012	интересный	adj	interesting
1013	заявить	verb	to state
1014	оттуда	adv	from there
1015	фирма	noun	firm
1016	миллион	card	million
1017	разуметься	verb	be meant, be understood
1018	пространство	noun	space
1019	тема	noun	theme
1020	начинаться	verb	to begin, get going
1021	мировой	adj	world
1022	ударить	verb	to strike
1023	напоминать	verb	to remind, to resemble
1024	заставить	verb	to force
1025	линия	noun	line
1026	поговорить	verb	to have a talk
1027	мешок	noun	bag
1028	наверно	adv	probably
1029	бабушка	noun	grandmother
1030	крик	noun	cry
1031	рот	noun	mouth
1032	сутки	noun	twenty-four hours
1033	малый	adj	little, small-scale
1034	ключ	noun	key
1035	звонить	verb	to ring, to call
1036	процент	noun	percentage
1037	ощущение	noun	sensation
1038	немедленно	adv	immediately
1039	остров	noun	island
1040	конь	noun	horse
1041	объявить	verb	to declare
1042	узкий	adj	narrow
1043	театр	noun	theater
1044	живот	noun	stomach
1045	производство	noun	production
1046	штаб	noun	headquarters(military)
1047	детство	noun	childhood
1048	резко	adv	sharply
1049	придумать	verb	to invent, to contrive
1050	броситься	verb	to rush, to jump at
1051	сотня	noun	hundred
1052	попытаться	verb	to attempt
1053	стакан	noun	glass container
1054	всякий	adj	every, any
1055	умный	adj	clever
1056	трое	card	three
1057	материал	noun	material
1058	ужас	noun	horror
1059	схватить	verb	to seize, to grip
1060	приняться	verb	to start
1061	значение	noun	value, meaning
1062	труба	noun	pipe
1063	отказаться	verb	to refuse
1064	виноватый	adj	guilty
1065	стихи	noun	verses
1066	способ	noun	method
1067	обстоятельство	noun	circumstance
1068	четвертый	ord	fourth
1069	степень	noun	degree
1070	германия	noun	germany
1071	ссср	noun	ussr
1072	отправиться	verb	to leave, set off/out
1073	вставать	verb	to arise, stand up
1074	волна	noun	wave
1075	обратиться	verb	to turn, to address
1076	плохой	adj	bad, amiss
1077	мертвый	adj	dead
1078	предлагать	verb	to propose
1079	глубина	noun	depth
1080	специальный	adj	special
1081	представитель	noun	representative
1082	нож	noun	knife
1083	точный	adj	precise
1084	рынок	noun	market
1085	шум	noun	noise
1086	студент	noun	student
1087	впечатление	noun	impression
1088	засмеяться	verb	to laugh
1089	отдел	noun	division
1090	запад	noun	west
1091	очко	noun	point
1092	падать	verb	to fall
1093	закончить	verb	to finish
1094	снимать	verb	to remove
1095	успех	noun	success
1096	инженер	noun	engineer
1097	население	noun	population
1098	животный	adj	animal
1099	встречаться	verb	to encounter, to meet
1100	некий	pron	certain
1101	вдоль	prep	along, lengthwise
1102	пыль	noun	dust
1103	следить	verb	to watch, to follow
1104	зайти	verb	to visit
1105	спасти	verb	to save
1106	знание	noun	knowledge
1107	различный	adj	different, various
1108	секретарь	noun	secretary
1109	побежать	verb	to start running
1110	ошибка	noun	error
1111	боец	noun	soldier
1112	женский	adj	female
1113	масса	noun	mass
1114	черта	noun	features
1115	одновременно	adv	simultaneously
1116	царь	noun	emperor
1117	естественно	adv	naturally
